@relation 'Adult-Income-weka.filters.unsupervised.instance.RemovePercentage-P10.0-weka.filters.unsupervised.attribute.Remove-V-R8,6,11,1,4-5,7,13,12,10,15'

@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute 'marital status' {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute 'capital gain' numeric
@attribute age numeric
@attribute Education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute 'hours per week' numeric
@attribute 'capital loss' numeric
@attribute sex {Female,Male}
@attribute class {<=50K,>50K}

@data
Husband,Married-civ-spouse,0,35,HS-grad,9,Transport-moving,40,0,Male,<=50K
Husband,Married-civ-spouse,0,59,HS-grad,9,Other-service,45,0,Male,<=50K
Husband,Married-civ-spouse,0,47,Assoc-voc,11,Craft-repair,40,0,Male,>50K
Not-in-family,Divorced,0,51,HS-grad,9,Sales,44,0,Female,<=50K
Unmarried,Divorced,0,42,Bachelors,13,Adm-clerical,45,0,Female,<=50K
Own-child,Married-spouse-absent,0,29,Some-college,10,Adm-clerical,40,0,Female,<=50K
Unmarried,Never-married,0,23,HS-grad,9,Craft-repair,45,0,Male,<=50K
Husband,Married-civ-spouse,0,43,HS-grad,9,Craft-repair,60,0,Male,<=50K
Husband,Married-civ-spouse,0,46,Some-college,10,Exec-managerial,40,0,Male,<=50K
Not-in-family,Separated,0,30,Some-college,10,Adm-clerical,40,0,Female,<=50K
Own-child,Never-married,0,23,Some-college,10,Tech-support,20,0,Female,<=50K
Not-in-family,Never-married,0,29,Masters,14,Prof-specialty,35,0,Female,<=50K
Not-in-family,Divorced,0,33,HS-grad,9,Exec-managerial,45,0,Female,<=50K
Husband,Married-civ-spouse,2105,33,HS-grad,9,Other-service,40,0,Male,<=50K
Unmarried,Divorced,0,46,Some-college,10,Adm-clerical,45,0,Female,<=50K
Not-in-family,Married-spouse-absent,0,35,Some-college,10,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,0,36,Bachelors,13,Exec-managerial,40,1887,Male,>50K
Unmarried,Separated,0,25,HS-grad,9,Exec-managerial,37,0,Female,<=50K
Husband,Married-civ-spouse,0,35,Bachelors,13,Sales,40,0,Male,<=50K
Unmarried,Never-married,0,30,7th-8th,4,Machine-op-inspct,42,0,Male,<=50K
Husband,Married-civ-spouse,0,39,Some-college,10,Other-service,84,0,Male,>50K
Husband,Married-civ-spouse,0,37,Some-college,10,Craft-repair,55,0,Male,<=50K
Not-in-family,Never-married,0,22,HS-grad,9,Machine-op-inspct,42,0,Male,<=50K
Husband,Married-civ-spouse,0,25,HS-grad,9,Transport-moving,60,0,Male,<=50K
Wife,Married-civ-spouse,0,50,HS-grad,9,Sales,40,0,Female,<=50K
Husband,Married-civ-spouse,15024,64,Prof-school,15,Prof-specialty,45,0,Male,>50K
Not-in-family,Separated,0,33,Assoc-voc,11,Prof-specialty,45,0,Male,<=50K
Husband,Married-civ-spouse,0,59,5th-6th,3,Farming-fishing,40,0,Male,<=50K
Not-in-family,Never-married,0,24,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,0,41,Bachelors,13,Sales,55,0,Male,<=50K
Own-child,Never-married,0,38,9th,5,?,12,0,Female,<=50K
Own-child,Divorced,0,60,Bachelors,13,Exec-managerial,60,0,Male,<=50K
Unmarried,Never-married,0,19,HS-grad,9,Machine-op-inspct,30,0,Male,<=50K
Other-relative,Never-married,0,23,Some-college,10,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,99999,57,Masters,14,Sales,40,0,Male,>50K
Husband,Married-civ-spouse,0,36,Masters,14,Adm-clerical,40,1977,Male,>50K
Own-child,Never-married,0,17,10th,6,?,40,0,Male,<=50K
Own-child,Never-married,0,24,Bachelors,13,Prof-specialty,40,0,Male,<=50K
Husband,Married-civ-spouse,0,32,HS-grad,9,Craft-repair,50,0,Male,>50K
Husband,Married-civ-spouse,0,27,Bachelors,13,Sales,45,0,Male,>50K
Own-child,Never-married,0,43,Assoc-voc,11,Adm-clerical,55,0,Female,<=50K
Own-child,Never-married,0,21,Some-college,10,?,40,0,Male,<=50K
Not-in-family,Widowed,0,54,Assoc-voc,11,Exec-managerial,40,0,Female,<=50K
Husband,Married-civ-spouse,0,22,HS-grad,9,Farming-fishing,45,0,Male,<=50K
Not-in-family,Never-married,0,29,HS-grad,9,Craft-repair,50,0,Male,<=50K
Not-in-family,Never-married,0,22,12th,8,Farming-fishing,50,0,Male,<=50K
Husband,Married-civ-spouse,0,37,Bachelors,13,Sales,50,0,Male,>50K
Husband,Married-civ-spouse,0,38,Doctorate,16,Prof-specialty,50,0,Male,>50K
Husband,Married-civ-spouse,0,34,Some-college,10,Handlers-cleaners,40,0,Male,<=50K
Husband,Married-civ-spouse,0,45,Some-college,10,Machine-op-inspct,84,0,Male,>50K
Not-in-family,Never-married,0,28,1st-4th,2,Priv-house-serv,40,0,Female,<=50K
Not-in-family,Divorced,0,68,Doctorate,16,Prof-specialty,40,0,Female,<=50K
Husband,Married-civ-spouse,0,36,HS-grad,9,Machine-op-inspct,40,0,Male,<=50K
Unmarried,Never-married,0,20,9th,5,Other-service,30,0,Male,<=50K
Own-child,Never-married,0,24,Some-college,10,Craft-repair,45,0,Female,<=50K
Unmarried,Divorced,0,38,Some-college,10,Exec-managerial,40,0,Female,<=50K
Not-in-family,Never-married,0,32,Bachelors,13,Exec-managerial,40,0,Female,<=50K
Husband,Married-civ-spouse,7298,34,Some-college,10,Prof-specialty,50,0,Male,>50K
Not-in-family,Widowed,2174,47,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Not-in-family,Never-married,0,28,Bachelors,13,Other-service,50,0,Female,<=50K
Husband,Married-civ-spouse,0,32,Prof-school,15,Prof-specialty,40,0,Male,>50K
Husband,Married-civ-spouse,0,58,HS-grad,9,Machine-op-inspct,40,0,Male,<=50K
Husband,Married-civ-spouse,99999,64,Prof-school,15,Prof-specialty,35,0,Male,>50K
Own-child,Never-married,0,38,Some-college,10,Sales,50,0,Female,<=50K
Not-in-family,Never-married,0,43,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Not-in-family,Divorced,0,28,12th,8,Farming-fishing,40,0,Male,<=50K
Own-child,Never-married,0,21,Some-college,10,Adm-clerical,40,0,Male,<=50K
Own-child,Never-married,0,23,Bachelors,13,Prof-specialty,20,0,Female,<=50K
Own-child,Never-married,2907,25,9th,5,Handlers-cleaners,40,0,Male,<=50K
Not-in-family,Separated,2354,41,HS-grad,9,Adm-clerical,40,0,Male,<=50K
Not-in-family,Never-married,0,24,HS-grad,9,?,36,0,Female,<=50K
Husband,Married-civ-spouse,0,41,Some-college,10,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,27,Bachelors,13,Prof-specialty,40,0,Male,<=50K
Unmarried,Widowed,0,54,7th-8th,4,Other-service,30,0,Male,<=50K
Own-child,Separated,0,28,HS-grad,9,Transport-moving,25,0,Female,<=50K
Husband,Married-civ-spouse,0,29,7th-8th,4,Farming-fishing,40,2042,Male,<=50K
Not-in-family,Divorced,0,36,HS-grad,9,Craft-repair,30,0,Male,<=50K
Husband,Married-civ-spouse,0,41,Bachelors,13,Exec-managerial,60,1977,Male,>50K
Husband,Married-civ-spouse,0,60,Some-college,10,Exec-managerial,40,0,Male,<=50K
Husband,Married-civ-spouse,0,34,Masters,14,Exec-managerial,38,0,Male,<=50K
Not-in-family,Never-married,0,32,HS-grad,9,Other-service,40,0,Female,<=50K
Wife,Married-civ-spouse,0,27,Some-college,10,Sales,42,0,Female,>50K
Husband,Married-civ-spouse,0,60,10th,6,Sales,40,0,Male,<=50K
Husband,Married-civ-spouse,0,39,Assoc-voc,11,Craft-repair,40,0,Male,<=50K
Other-relative,Divorced,0,59,12th,8,Transport-moving,35,0,Male,<=50K
Husband,Married-civ-spouse,0,34,Doctorate,16,Prof-specialty,32,0,Male,>50K
Husband,Married-civ-spouse,0,36,Assoc-voc,11,Exec-managerial,40,0,Male,<=50K
Husband,Married-civ-spouse,0,54,Some-college,10,Sales,40,0,Male,>50K
Husband,Married-civ-spouse,0,48,Assoc-voc,11,Tech-support,40,0,Male,>50K
Own-child,Never-married,0,19,7th-8th,4,Other-service,33,0,Male,<=50K
Husband,Married-civ-spouse,0,40,Prof-school,15,Prof-specialty,40,0,Male,>50K
Not-in-family,Never-married,0,25,HS-grad,9,Handlers-cleaners,45,0,Male,<=50K
Unmarried,Separated,0,39,Assoc-acdm,12,Adm-clerical,40,0,Male,<=50K
Husband,Married-civ-spouse,0,34,Some-college,10,Craft-repair,40,0,Male,<=50K
Unmarried,Separated,0,30,HS-grad,9,Other-service,30,0,Female,<=50K
Unmarried,Never-married,0,43,HS-grad,9,Other-service,24,0,Female,<=50K
Husband,Married-civ-spouse,0,35,Bachelors,13,Prof-specialty,40,0,Male,>50K
Husband,Married-civ-spouse,0,36,Doctorate,16,Prof-specialty,50,1887,Male,>50K
Husband,Married-civ-spouse,0,59,HS-grad,9,Farming-fishing,65,0,Male,>50K
Husband,Married-civ-spouse,0,33,HS-grad,9,Craft-repair,40,0,Male,<=50K
Own-child,Never-married,0,22,Some-college,10,Handlers-cleaners,50,0,Male,<=50K
Husband,Married-civ-spouse,0,48,HS-grad,9,Craft-repair,45,0,Male,<=50K
Unmarried,Widowed,0,54,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Not-in-family,Divorced,0,49,Some-college,10,Adm-clerical,38,0,Female,<=50K
Not-in-family,Never-married,0,37,Bachelors,13,Tech-support,40,0,Female,<=50K
Husband,Married-civ-spouse,0,45,HS-grad,9,Machine-op-inspct,40,0,Male,<=50K
Not-in-family,Separated,0,51,Some-college,10,Sales,40,0,Female,<=50K
Husband,Married-civ-spouse,0,46,Some-college,10,Craft-repair,40,0,Male,<=50K
Wife,Married-civ-spouse,0,31,Bachelors,13,Exec-managerial,40,0,Female,>50K
Own-child,Never-married,0,29,10th,6,?,38,0,Female,<=50K
Own-child,Married-civ-spouse,0,39,Some-college,10,Adm-clerical,50,0,Female,>50K
Husband,Married-civ-spouse,5013,35,HS-grad,9,Handlers-cleaners,40,0,Male,<=50K
Own-child,Never-married,0,26,Bachelors,13,Adm-clerical,40,0,Female,>50K
Husband,Married-civ-spouse,7298,51,Some-college,10,Adm-clerical,40,0,Male,>50K
Husband,Married-civ-spouse,0,31,Masters,14,Prof-specialty,6,0,Male,<=50K
Husband,Married-civ-spouse,0,39,HS-grad,9,Machine-op-inspct,40,0,Male,>50K
Other-relative,Never-married,0,26,11th,7,Other-service,30,0,Male,<=50K
Husband,Married-civ-spouse,0,25,Bachelors,13,Tech-support,35,0,Male,<=50K
Husband,Married-civ-spouse,0,61,Some-college,10,Adm-clerical,40,1887,Male,>50K
Own-child,Divorced,0,49,HS-grad,9,Sales,40,0,Female,<=50K
Not-in-family,Never-married,0,53,Bachelors,13,Prof-specialty,45,0,Female,<=50K
Husband,Married-civ-spouse,0,52,Preschool,1,Machine-op-inspct,40,0,Male,<=50K
Husband,Married-civ-spouse,0,52,HS-grad,9,Transport-moving,55,0,Male,<=50K
Not-in-family,Widowed,0,74,Bachelors,13,?,35,0,Female,<=50K
Not-in-family,Divorced,0,50,HS-grad,9,Adm-clerical,40,0,Male,<=50K
Not-in-family,Never-married,13550,29,Bachelors,13,Sales,35,0,Female,>50K
Not-in-family,Widowed,0,76,7th-8th,4,Protective-serv,30,0,Male,<=50K
Own-child,Never-married,0,19,HS-grad,9,Adm-clerical,15,0,Female,<=50K
Husband,Married-civ-spouse,0,25,HS-grad,9,Transport-moving,40,0,Male,<=50K
Unmarried,Divorced,0,45,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Own-child,Divorced,0,34,Assoc-acdm,12,Adm-clerical,35,0,Female,<=50K
Own-child,Never-married,0,20,Some-college,10,Other-service,16,0,Female,<=50K
Not-in-family,Widowed,0,66,Masters,14,?,6,0,Male,<=50K
Wife,Married-civ-spouse,0,63,Bachelors,13,?,45,0,Female,<=50K
Husband,Married-civ-spouse,0,27,Some-college,10,Tech-support,40,0,Male,<=50K
Husband,Married-civ-spouse,2829,41,Some-college,10,Adm-clerical,40,0,Male,<=50K
Husband,Married-civ-spouse,0,43,HS-grad,9,Other-service,60,0,Male,<=50K
Own-child,Never-married,0,23,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Unmarried,Divorced,0,37,Some-college,10,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,0,31,Bachelors,13,Exec-managerial,40,0,Male,<=50K
Husband,Married-civ-spouse,0,33,Some-college,10,Craft-repair,4,0,Male,<=50K
Own-child,Never-married,0,28,Assoc-acdm,12,Sales,20,0,Male,<=50K
Not-in-family,Widowed,2993,70,HS-grad,9,?,20,0,Female,<=50K
Unmarried,Divorced,0,35,Some-college,10,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,0,41,Assoc-acdm,12,Tech-support,75,0,Male,>50K
Other-relative,Never-married,0,17,11th,7,Other-service,12,0,Female,<=50K
Wife,Married-civ-spouse,0,41,Bachelors,13,Prof-specialty,40,0,Female,>50K
Not-in-family,Divorced,0,44,Assoc-voc,11,Sales,45,0,Male,<=50K
Husband,Married-civ-spouse,0,47,7th-8th,4,Craft-repair,40,0,Male,<=50K
Own-child,Never-married,0,24,HS-grad,9,Handlers-cleaners,40,0,Male,<=50K
Unmarried,Divorced,0,38,Assoc-voc,11,Other-service,40,0,Female,<=50K
Husband,Married-civ-spouse,0,34,Some-college,10,Exec-managerial,52,0,Male,<=50K
Not-in-family,Divorced,0,62,HS-grad,9,Other-service,35,0,Female,<=50K
Husband,Married-civ-spouse,0,27,HS-grad,9,Adm-clerical,38,0,Male,<=50K
Wife,Married-civ-spouse,0,59,Some-college,10,Adm-clerical,40,0,Female,>50K
Husband,Married-civ-spouse,0,35,Masters,14,Exec-managerial,40,0,Male,<=50K
Unmarried,Separated,0,38,HS-grad,9,Other-service,32,0,Female,<=50K
Own-child,Never-married,0,28,Some-college,10,Other-service,50,0,Female,<=50K
Other-relative,Never-married,0,28,HS-grad,9,Adm-clerical,38,0,Female,<=50K
Husband,Married-civ-spouse,0,59,9th,5,Transport-moving,40,0,Male,<=50K
Own-child,Separated,0,42,Some-college,10,Adm-clerical,40,0,Female,<=50K
Not-in-family,Never-married,0,54,Masters,14,Prof-specialty,32,0,Female,>50K
Husband,Married-civ-spouse,0,39,HS-grad,9,Prof-specialty,45,0,Male,<=50K
Husband,Married-civ-spouse,0,41,Bachelors,13,Farming-fishing,40,0,Male,<=50K
Unmarried,Divorced,0,43,Bachelors,13,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,0,32,Bachelors,13,Other-service,50,0,Male,>50K
Unmarried,Separated,0,62,Some-college,10,Sales,33,1617,Female,<=50K
Not-in-family,Divorced,0,58,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Not-in-family,Divorced,0,43,HS-grad,9,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,67,Some-college,10,?,40,2457,Male,<=50K
Unmarried,Divorced,0,31,HS-grad,9,Machine-op-inspct,40,0,Female,<=50K
Wife,Married-civ-spouse,0,51,Masters,14,Prof-specialty,70,0,Female,>50K
Own-child,Never-married,0,54,Bachelors,13,Other-service,36,0,Female,<=50K
Not-in-family,Never-married,0,20,Some-college,10,Machine-op-inspct,70,0,Male,<=50K
Husband,Married-civ-spouse,0,35,Some-college,10,Sales,40,0,Male,>50K
Own-child,Never-married,0,22,HS-grad,9,Other-service,36,0,Female,<=50K
Not-in-family,Divorced,6849,38,Bachelors,13,Exec-managerial,60,0,Male,<=50K
Husband,Married-civ-spouse,0,42,HS-grad,9,Exec-managerial,40,0,Male,<=50K
Husband,Married-civ-spouse,0,44,Masters,14,Adm-clerical,40,0,Male,>50K
Husband,Married-civ-spouse,0,28,HS-grad,9,Farming-fishing,70,0,Male,>50K
Husband,Married-civ-spouse,0,74,Some-college,10,Exec-managerial,35,0,Male,>50K
Wife,Married-civ-spouse,0,34,HS-grad,9,Exec-managerial,40,0,Female,<=50K
Husband,Married-civ-spouse,0,50,HS-grad,9,Prof-specialty,52,0,Male,<=50K
Unmarried,Widowed,0,50,Assoc-voc,11,Exec-managerial,40,0,Female,<=50K
Husband,Married-civ-spouse,0,43,HS-grad,9,Handlers-cleaners,40,0,Male,<=50K
Husband,Married-civ-spouse,0,29,HS-grad,9,Craft-repair,40,0,Male,<=50K
Unmarried,Separated,0,30,HS-grad,9,?,25,0,Female,<=50K
Husband,Married-civ-spouse,0,61,HS-grad,9,Exec-managerial,50,0,Male,>50K
Own-child,Never-married,0,21,Some-college,10,Adm-clerical,40,0,Female,<=50K
Not-in-family,Never-married,0,27,Bachelors,13,Other-service,30,0,Male,<=50K
Husband,Married-civ-spouse,0,47,Doctorate,16,Prof-specialty,40,0,Male,>50K
Unmarried,Divorced,0,39,Assoc-acdm,12,Prof-specialty,40,1380,Female,<=50K
Husband,Married-civ-spouse,0,33,HS-grad,9,Craft-repair,40,0,Male,<=50K
Other-relative,Never-married,0,22,HS-grad,9,Sales,37,0,Female,<=50K
Unmarried,Divorced,0,38,Some-college,10,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,0,45,Some-college,10,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,42,HS-grad,9,Machine-op-inspct,45,0,Male,>50K
Not-in-family,Never-married,0,35,Some-college,10,Craft-repair,45,0,Male,<=50K
Not-in-family,Never-married,0,21,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Not-in-family,Divorced,0,49,Assoc-voc,11,Adm-clerical,44,0,Female,<=50K
Own-child,Separated,0,50,Bachelors,13,Prof-specialty,40,0,Female,<=50K
Wife,Married-civ-spouse,0,36,Doctorate,16,Prof-specialty,36,0,Female,>50K
Own-child,Never-married,0,20,HS-grad,9,Adm-clerical,20,0,Male,<=50K
Unmarried,Separated,0,49,HS-grad,9,Prof-specialty,40,0,Female,<=50K
Husband,Married-civ-spouse,0,40,Bachelors,13,Prof-specialty,60,0,Male,>50K
Unmarried,Divorced,0,22,Some-college,10,Adm-clerical,40,0,Female,<=50K
Not-in-family,Divorced,0,60,HS-grad,9,?,40,0,Female,<=50K
Unmarried,Widowed,0,67,11th,7,Adm-clerical,20,0,Female,<=50K
Not-in-family,Never-married,0,21,Some-college,10,Adm-clerical,40,0,Female,<=50K
Husband,Married-civ-spouse,0,60,HS-grad,9,Farming-fishing,50,0,Male,<=50K
Own-child,Never-married,0,17,11th,7,Other-service,12,0,Female,<=50K
Wife,Married-civ-spouse,15024,43,Masters,14,Exec-managerial,32,0,Female,>50K
Husband,Married-civ-spouse,0,49,Bachelors,13,Exec-managerial,45,0,Male,>50K
Not-in-family,Separated,99999,41,Bachelors,13,Prof-specialty,60,0,Female,>50K
Unmarried,Divorced,0,38,Some-college,10,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,38,HS-grad,9,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,35,Assoc-acdm,12,Exec-managerial,99,0,Male,>50K
Not-in-family,Never-married,0,40,Some-college,10,Sales,40,0,Male,<=50K
Not-in-family,Separated,0,23,Some-college,10,?,40,0,Female,<=50K
Own-child,Never-married,0,19,Some-college,10,?,40,1602,Female,<=50K
Husband,Married-civ-spouse,0,40,HS-grad,9,Transport-moving,60,0,Male,>50K
Unmarried,Divorced,0,46,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Unmarried,Married-spouse-absent,0,25,Some-college,10,Adm-clerical,22,0,Female,<=50K
Husband,Married-civ-spouse,5178,36,HS-grad,9,Machine-op-inspct,40,0,Male,>50K
Not-in-family,Never-married,0,24,Assoc-acdm,12,Handlers-cleaners,48,0,Male,<=50K
Husband,Married-civ-spouse,0,62,HS-grad,9,Machine-op-inspct,48,0,Male,<=50K
Husband,Married-civ-spouse,0,54,Preschool,1,Craft-repair,40,0,Male,<=50K
Other-relative,Married-civ-spouse,0,23,Bachelors,13,Adm-clerical,40,0,Female,<=50K
Wife,Married-civ-spouse,0,60,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Own-child,Never-married,0,18,HS-grad,9,Farming-fishing,8,0,Female,<=50K
Wife,Married-civ-spouse,0,41,Some-college,10,Adm-clerical,40,0,Female,<=50K
Not-in-family,Never-married,0,45,Masters,14,Prof-specialty,40,0,Female,<=50K
Unmarried,Widowed,0,62,Assoc-voc,11,Exec-managerial,40,0,Female,<=50K
Unmarried,Married-spouse-absent,0,28,Bachelors,13,Tech-support,40,0,Female,<=50K
Husband,Married-civ-spouse,0,36,Some-college,10,Exec-managerial,60,0,Male,>50K
Other-relative,Never-married,0,31,HS-grad,9,Sales,40,0,Male,<=50K
Husband,Married-civ-spouse,0,44,HS-grad,9,Handlers-cleaners,40,0,Male,<=50K
Unmarried,Separated,0,33,HS-grad,9,Craft-repair,50,0,Male,<=50K
Husband,Married-civ-spouse,0,62,Prof-school,15,Prof-specialty,16,0,Male,<=50K
Wife,Married-civ-spouse,0,27,7th-8th,4,Other-service,40,0,Female,<=50K
Unmarried,Divorced,0,42,Assoc-voc,11,Adm-clerical,40,0,Female,>50K
Other-relative,Never-married,0,55,9th,5,Handlers-cleaners,37,0,Male,<=50K
Not-in-family,Never-married,0,41,HS-grad,9,Sales,50,0,Female,<=50K
Husband,Married-civ-spouse,4064,26,Some-college,10,Exec-managerial,50,0,Male,<=50K
Wife,Married-civ-spouse,0,45,Some-college,10,Adm-clerical,40,0,Female,>50K
Not-in-family,Widowed,0,67,HS-grad,9,Farming-fishing,65,0,Male,<=50K
Husband,Married-civ-spouse,0,25,Assoc-voc,11,Craft-repair,45,0,Male,<=50K
Husband,Married-civ-spouse,0,30,HS-grad,9,Craft-repair,48,1887,Male,>50K
Unmarried,Never-married,0,22,Bachelors,13,Exec-managerial,40,0,Male,<=50K
Own-child,Never-married,0,19,Some-college,10,Other-service,20,0,Male,<=50K
Not-in-family,Never-married,0,26,Bachelors,13,Exec-managerial,45,0,Female,<=50K
Husband,Married-civ-spouse,0,61,HS-grad,9,Craft-repair,50,0,Male,<=50K
Not-in-family,Never-married,13550,32,Prof-school,15,Sales,50,0,Female,>50K
Not-in-family,Divorced,0,43,HS-grad,9,Adm-clerical,40,0,Female,<=50K
Not-in-family,Divorced,0,53,HS-grad,9,Priv-house-serv,20,0,Female,<=50K
Not-in-family,Divorced,0,53,Some-college,10,Adm-clerical,45,0,Male,<=50K
Not-in-family,Divorced,0,42,12th,8,Craft-repair,10,0,Male,<=50K
Wife,Married-civ-spouse,0,36,HS-grad,9,Adm-clerical,40,0,Female,>50K
Husband,Married-civ-spouse,0,55,Bachelors,13,Exec-managerial,99,0,Male,<=50K
Husband,Married-civ-spouse,7298,35,Bachelors,13,Prof-specialty,40,0,Male,>50K
Own-child,Never-married,0,17,11th,7,Sales,16,0,Female,<=50K
Not-in-family,Divorced,0,55,Prof-school,15,Prof-specialty,35,0,Female,<=50K
Husband,Married-civ-spouse,0,36,HS-grad,9,Exec-managerial,40,0,Male,<=50K
Wife,Married-civ-spouse,0,40,Masters,14,Prof-specialty,40,0,Female,>50K
Not-in-family,Divorced,0,54,10th,6,Other-service,10,0,Female,<=50K
Not-in-family,Divorced,0,45,Bachelors,13,Prof-specialty,45,0,Male,<=50K
Husband,Married-civ-spouse,0,48,Some-college,10,Tech-support,40,0,Male,>50K
Not-in-family,Never-married,0,40,Prof-school,15,Exec-managerial,60,0,Male,>50K
Husband,Married-civ-spouse,0,31,Bachelors,13,Prof-specialty,50,0,Male,<=50K
Own-child,Never-married,0,26,Bachelors,13,Adm-clerical,40,0,Male,<=50K
Wife,Married-civ-spouse,0,34,Some-college,10,Exec-managerial,40,1485,Female,>50K
Own-child,Never-married,0,19,HS-grad,9,Adm-clerical,25,0,Female,<=50K
Husband,Married-civ-spouse,0,31,Assoc-acdm,12,Craft-repair,40,0,Male,<=50K
Not-in-family,Never-married,0,34,HS-grad,9,Prof-specialty,30,0,Female,<=50K
Husband,Married-civ-spouse,0,55,Masters,14,Exec-managerial,55,0,Male,>50K
Husband,Married-civ-spouse,0,38,Some-college,10,Craft-repair,40,0,Male,<=50K
Other-relative,Never-married,0,21,HS-grad,9,Handlers-cleaners,20,0,Male,<=50K
Husband,Married-civ-spouse,0,27,7th-8th,4,Craft-repair,40,0,Male,<=50K
Not-in-family,Separated,0,35,HS-grad,9,Other-service,40,0,Male,<=50K
Own-child,Never-married,0,20,Some-college,10,Adm-clerical,20,0,Female,<=50K
Unmarried,Never-married,0,24,Assoc-voc,11,Other-service,38,0,Female,<=50K
Not-in-family,Never-married,0,27,Masters,14,Tech-support,40,0,Male,<=50K
Own-child,Never-married,0,18,11th,7,Machine-op-inspct,4,0,Male,<=50K
Unmarried,Married-spouse-absent,0,28,Some-college,10,Adm-clerical,40,0,Female,<=50K
Not-in-family,Divorced,0,36,HS-grad,9,Transport-moving,40,0,Female,<=50K
Husband,Married-civ-spouse,0,66,Some-college,10,Transport-moving,20,1258,Male,<=50K
Own-child,Never-married,0,19,Some-college,10,Other-service,15,0,Female,<=50K
Wife,Married-civ-spouse,0,59,10th,6,Exec-managerial,36,0,Female,<=50K
Husband,Married-civ-spouse,0,33,HS-grad,9,Transport-moving,46,0,Male,<=50K
Not-in-family,Separated,0,28,7th-8th,4,Handlers-cleaners,40,0,Male,<=50K
Not-in-family,Never-married,0,34,Bachelors,13,Other-service,40,2001,Male,<=50K
Not-in-family,Divorced,0,41,Some-college,10,Adm-clerical,55,0,Female,<=50K
Husband,Married-civ-spouse,0,30,11th,7,Craft-repair,45,0,Male,<=50K
Husband,Married-civ-spouse,0,59,HS-grad,9,Craft-repair,40,0,Male,<=50K
Husband,Married-civ-spouse,0,42,Bachelors,13,Sales,60,0,Male,<=50K
Other-relative,Separated,14084,47,HS-grad,9,Prof-specialty,38,0,Female,>50K
Unmarried,Married-spouse-absent,0,29,10th,6,Adm-clerical,40,0,Female,<=50K
Not-in-family,Married-spouse-absent,0,60,Some-college,10,Machine-op-inspct,50,0,Male,>50K
Husband,Married-civ-spouse,5013,53,HS-grad,9,Craft-repair,35,0,Male,<=50K
Husband,Married-civ-spouse,0,41,7th-8th,4,Exec-managerial,60,0,Male,<=50K
Unmarried,Divorced,0,32,Some-college,10,Sales,30,0,Female,<=50K
Not-in-family,Widowed,0,73,HS-grad,9,?,22,0,Female,>50K
Not-in-family,Never-married,0,20,HS-grad,9,Sales,30,0,Female,<=50K
Husband,Married-civ-spouse,0,49,Masters,14,Sales,40,0,Male,>50K
Unmarried,Never-married,0,36,Bachelors,13,Prof-specialty,40,0,Male,<=50K
Unmarried,Divorced,0,33,Some-college,10,Adm-clerical,45,0,Female,<=50K
Not-in-family,Never-married,0,25,Some-college,10,Other-service,34,0,Female,<=50K
Husband,Married-civ-spouse,0,34,HS-grad,9,?,10,0,Male,<=50K
Own-child,Never-married,0,19,Some-college,10,?,40,0,Female,<=50K
Husband,Married-civ-spouse,0,40,Assoc-acdm,12,Protective-serv,40,0,Male,<=50K
Husband,Married-civ-spouse,0,48,HS-grad,9,Transport-moving,44,0,Male,<=50K
Husband,Married-civ-spouse,0,51,Some-college,10,Handlers-cleaners,50,0,Male,<=50K
Own-child,Never-married,0,22,Assoc-acdm,12,Handlers-cleaners,20,0,Male,<=50K
